track_name,valence,energy,danceability,acousticness,instrumentalness,user_preference
"English Suite No. 5 in E Minor, BWV 810 (Arr. for 2 Guitars): V. Passepieds I & II",0.784,0.0845,0.37,0.986,0.82,3.02
"English Suite No. 5 in E Minor, BWV 810 (Arr. for 2 Guitars): VI. Gigue",0.799,0.195,0.498,0.979,0.8240000000000001,3.2
"Violin Sonata No. 1 in B Minor, BWV 1014: I. Adagio",0.0588,0.0928,0.248,0.873,0.0209,3.27
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): I. PrÃ©lude",0.471,0.126,0.353,0.986,0.898,2.13
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): II. Allemande",0.311,0.108,0.449,0.992,0.866,2.27
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): III. Courante",0.7190000000000001,0.0889,0.504,0.986,0.879,3.01
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): IV. Sarabande",0.107,0.0116,0.5,0.993,0.929,0.77
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): IV. Double",0.3879999999999999,0.0607,0.3389999999999999,0.994,0.8540000000000001,1.68
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): VI. Gigue",0.6859999999999999,0.206,0.489,0.956,0.885,3.12
"English Suite No. 6 in D Minor, BWV 811 (Arr. for 2 Guitars): V. Gavottes I & II",0.446,0.081,0.379,0.983,0.907,1.84
"Violin Sonata No. 1 in B Minor, BWV 1014: II. Allegro",0.938,0.431,0.502,0.8170000000000001,2.6e-06,6.24
"Violin Sonata No. 1 in B Minor, BWV 1014: III. Andante",0.23,0.133,0.178,0.8,9.08e-05,3.38
"Violin Sonata No. 1 in B Minor, BWV 1014: IV. Allegro",0.882,0.537,0.54,0.777,7.32e-06,6.53
"Violin Sonata No. 2 in A Major, BWV 1015: I. Dolce",0.293,0.159,0.299,0.901,0.0028,3.5
"Violin Sonata No. 2 in A Major, BWV 1015: II. Allegro",0.857,0.4039999999999999,0.494,0.8109999999999999,0.00115,5.31
"Violin Sonata No. 2 in A Major, BWV 1015: III. Andante un poco",0.361,0.125,0.244,0.936,2.36e-05,3.5
"Violin Sonata No. 2 in A Major, BWV 1015: IV. Presto",0.759,0.482,0.478,0.777,4.44e-05,5.75
"Violin Sonata No. 3 in E Major, BWV 1016: I. (Adagio)",0.273,0.159,0.24,0.95,0.0633,3.9
"Violin Sonata No. 3 in E Major, BWV 1016: II. (Allegro)",0.851,0.485,0.491,0.895,0.00857,5.9
"Violin Sonata No. 4 in C Minor, BWV 1017: III. Adagio",0.147,0.0724,0.162,0.959,0.0397,2.74
"Violin Sonata No. 3 in E Major, BWV 1016: III. Adagio ma non tanto",0.182,0.0735,0.246,0.957,5.21e-05,2.87
"Violin Sonata No. 3 in E Major, BWV 1016: IV. Allegro",0.7909999999999999,0.442,0.385,0.772,0.00589,5.67
"Violin Sonata No. 4 in C Minor, BWV 1017: IV. Allegro",0.828,0.408,0.511,0.883,3.96e-05,6.1
"Violin Sonata No. 5 in F Minor, BWV 1018: I. Largo",0.125,0.0573,0.2289999999999999,0.938,0.0565,3.09
"Violin Sonata No. 5 in F Minor, BWV 1018: II. Allegro",0.7759999999999999,0.474,0.4379999999999999,0.799,0.0005639999999999,5.46
"Violin Sonata No. 5 in F Minor, BWV 1018: III. Adagio",0.0378,0.0722,0.166,0.965,0.509,1.92
"Violin Sonata No. 6 in G Major, BWV 1019: I. Allegro",0.918,0.546,0.485,0.847,0.0002379999999999,6.29
"Violin Sonata No. 6 in G Major, BWV 1019: II. Largo",0.0967,0.141,0.237,0.8640000000000001,5.34e-05,2.93
"Violin Sonata No. 6 in G Major, BWV 1019: III. Allegro (Cembalo solo)",0.841,0.4429999999999999,0.276,0.187,2.07e-06,6.82
"Violin Sonata No. 6 in G Major, BWV 1019: IV. Adagio",0.138,0.0889,0.28,0.897,3.570000000000001e-05,3.53
"Violin Sonata No. 6 in G Major, BWV 1019: V. Allegro",0.901,0.405,0.436,0.8809999999999999,0.000205,5.67
"Violin Sonata No. 6 in G Major, BWV 1019a: I. Cantabile, ma un poco adagio",0.165,0.126,0.282,0.924,0.00027,3.43
"Das OrgelbÃ¼chlein: No. 40, Es ist das Heil uns kommen her, BWV 638",0.325,0.2189999999999999,0.198,0.178,0.959,2.72
"Chorale Preludes: No. 14, Herzlich tut mich verlangen, BWV 727",0.0393,0.0114,0.0636,0.723,0.976,0.85
"Fuga sopra il Magnificat, BWV 733 ""Meine Seele erhebet den Herren""",0.122,0.26,0.1669999999999999,0.203,0.916,2.8
"Sonata for Harpsichord and Flute in A Major, BWV 1032 (Transp. to G Major): II. Largo e dolce",0.3229999999999999,0.0559,0.172,0.813,0.255,3.22
"18 Chorales ""Leipziger"": No. 18, Vor deinen Thron, BWV 668",0.0387,0.00622,0.1639999999999999,0.597,0.913,1.09
"Gott der Herr ist Sonn und Schild, BWV 79: III. Nun danket alle Gott (Arr. I. Tracey for Organ)",0.419,0.474,0.1639999999999999,0.78,0.973,2.55
"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"" (Arr. I. Tracey for Organ)",0.0366,0.0044,0.0679,0.907,0.915,0.55
"Herz und Mund und Tat und Leben, BWV 147: No. 10, Jesus bleibet meine Freude (Jesu, Joy of Man's Desiring) [Arr. for Organ] [Live]",0.12,0.0233,0.104,0.758,0.91,0.85
"Ich steh mit einem Fuss im Grabe, BWV 156 (Arr. I. Tracey for Organ)",0.0387,0.00351,0.124,0.9,0.986,0.55
"Sonata for Flute and Basso continuo in C Major, BWV 1033: I. Andante - Presto",0.8440000000000001,0.172,0.424,0.872,0.122,5.03
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 1 in C Major, BWV 846",0.109,0.0362,0.3,0.994,0.906,1.54
"Flute Sonata in G Minor, BWV 1020 (Attrib. C.P.E. Bach) [Arr. for Flute, Viola da gamba & Harpsichord]: I. Allegro",0.611,0.114,0.3779999999999999,0.925,0.0692,3.82
"Wir danken dir, Gott, wir danken dir, BWV 29 (Arr. I. Tracey for Organ)",0.157,0.429,0.0663,0.705,0.973,2.1
"Christ, unser Herr, zum Jordan kam, BWV 684",0.212,0.0423,0.165,0.7929999999999999,0.49,2.4
"6 Chorale Preludes, Op. 5 ""SchÃ¼bler"": No. 5, Ach, bleib bei uns, Herr Jesu Christ, BWV 649",0.253,0.0294,0.186,0.892,0.941,1.33
"18 Chorales ""Leipziger"": No. 1, Fantasia super Komm heiliger Geist, BWV 651",0.153,0.246,0.0674,0.8959999999999999,0.923,1.14
"Violin Concerto No.1 In A Minor, BWV 1041: 1. Allegro moderato",0.616,0.351,0.499,0.951,9.940000000000002e-05,5.02
"Sonata for Harpsichord and Flute in B Minor, BWV 1030: I. Andante",0.306,0.115,0.316,0.8540000000000001,5.16e-06,3.59
"Flute Sonata in G Minor, BWV 1020 (Attrib. C.P.E. Bach) [Arr. for Flute, Viola da gamba & Harpsichord]: II. Adagio",0.196,0.0742,0.238,0.973,0.913,1.4
"Flute Sonata in G Minor, BWV 1020 (Attrib. C.P.E. Bach) [Arr. for Flute, Viola da gamba & Harpsichord]: III. Allegro",0.845,0.146,0.434,0.937,0.19,4.75
"Flute Sonata in C Major, BWV 1033: I. Andante - Presto",0.688,0.0846,0.382,0.978,0.919,2.15
"Flute Sonata in C Major, BWV 1033: II. Allegro",0.929,0.0905,0.4,0.988,0.933,2.97
"Flute Sonata in C Major, BWV 1033: III. Adagio",0.4589999999999999,0.134,0.258,0.967,0.94,1.72
"Flute Sonata in C Major, BWV 1033: IV. Menuets I & II",0.772,0.0853,0.41,0.979,0.889,2.61
"Trio Sonata No. 1 in E-Flat Major, BWV 525: I. Allegro moderato",0.435,0.0763,0.212,0.845,0.00117,3.58
"Trio Sonata No. 1 in E-Flat Major, BWV 525: II. Adagio",0.0868,0.0195,0.1889999999999999,0.593,0.929,1.43
"Trio Sonata No. 1 in E-Flat Major, BWV 525: III. Allegro",0.411,0.0943,0.233,0.847,0.0318,3.41
"Prelude & Fugue in G Major, BWV 541",0.1639999999999999,0.15,0.118,0.862,0.426,2.01
"Goldberg Variations, BWV 988: Var. 3, Canone all'unisuono",0.355,0.0308,0.278,0.994,0.9,1.76
"Goldberg Variations, BWV 988: Var. 4",0.8240000000000001,0.111,0.364,0.995,0.908,2.87
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 2 in C Minor, BWV 847",0.185,0.136,0.24,0.994,0.8859999999999999,1.46
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 3 in C-Sharp Major, BWV 848",0.289,0.103,0.296,0.994,0.875,0.74
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 4 in C-Sharp Minor, BWV 849",0.121,0.0628,0.3929999999999999,0.995,0.8059999999999999,1.38
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 5 in D Major, BWV 850",0.283,0.0994,0.289,0.992,0.863,1.74
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 6 in D Minor, BWV 851",0.249,0.0739,0.359,0.995,0.882,1.57
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 10 in E Minor, BWV 879",0.386,0.18,0.3339999999999999,0.993,0.843,2.69
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 7 in E-Flat Major, BWV 852",0.239,0.096,0.316,0.995,0.8640000000000001,1.32
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 8 in E-Flat Minor, BWV 853",0.176,0.0236,0.44,0.995,0.884,1.57
"Goldberg Variations, BWV 988: Var. 16, Ouverture",0.352,0.105,0.321,0.994,0.872,1.8
"Goldberg Variations, BWV 988: Var. 17",0.785,0.0976,0.3229999999999999,0.993,0.8740000000000001,2.65
"Goldberg Variations, BWV 988: Var. 18, Canone alla sesta",0.544,0.06,0.44,0.994,0.929,2.45
"Goldberg Variations, BWV 988: Var. 19",0.812,0.017,0.435,0.996,0.933,2.18
"Goldberg Variations, BWV 988: Var. 20",0.7859999999999999,0.103,0.249,0.993,0.8590000000000001,2.89
"Goldberg Variations, BWV 988: Var. 21, Canone alla settima",0.5920000000000001,0.0833,0.192,0.994,0.894,2.21
"Goldberg Variations, BWV 988: Var. 22, Alla breve",0.356,0.0337,0.256,0.994,0.85,1.5
"Goldberg Variations, BWV 988: Var. 23",0.76,0.0854,0.342,0.994,0.914,2.39
"Goldberg Variations, BWV 988: Var. 24, Canone all'ottava",0.41,0.0291,0.38,0.994,0.8809999999999999,2.02
"Goldberg Variations, BWV 988: Var. 26",0.7709999999999999,0.105,0.345,0.993,0.848,2.51
"Sonata for Harpsichord and Flute in A Major, BWV 1032 (Transp. to G Major): III. Allegro",0.737,0.3279999999999999,0.4539999999999999,0.792,0.0148,5.7
"Sonata for Flute and Basso continuo in C Major, BWV 1033: III. Adagio",0.278,0.114,0.26,0.777,0.000364,3.64
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 1 in C Major, BWV 870",0.276,0.235,0.376,0.995,0.92,2.67
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 7 in E-Flat Major, BWV 876",0.304,0.0417,0.4,0.995,0.893,2.22
"Prelude & Fugue in E Minor, BWV 548 ""Wedge"": I. Prelude",0.102,0.16,0.168,0.18,0.904,2.72
"Prelude & Fugue in E Minor, BWV 548 ""Wedge"": II. Fugue",0.0529,0.12,0.161,0.484,0.8740000000000001,2.56
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 9 in E Major, BWV 854",0.265,0.114,0.327,0.995,0.867,1.67
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 10 in E Minor, BWV 855",0.191,0.0509,0.312,0.994,0.871,1.46
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 11 in F Major, BWV 856",0.627,0.108,0.2289999999999999,0.995,0.879,1.74
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 12 in F Minor, BWV 857",0.154,0.0923,0.392,0.995,0.8540000000000001,2.07
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 13 in F-Sharp Major, BWV 858",0.265,0.0298,0.356,0.995,0.895,1.73
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 14 in F-Sharp Minor, BWV 859",0.1169999999999999,0.072,0.294,0.995,0.887,1.46
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 15 in G Major, BWV 860",0.304,0.17,0.337,0.994,0.875,1.34
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 16 in G Minor, BWV 861",0.185,0.0612,0.262,0.995,0.8540000000000001,1.27
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 17 in A-Flat Major, BWV 862",0.297,0.0564,0.4039999999999999,0.996,0.889,2.59
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 19 in A Major, BWV 864",0.392,0.0925,0.245,0.995,0.865,1.88
"Goldberg Variations, BWV 988: Var. 25",0.142,0.00779,0.42,0.995,0.933,0.6
"Goldberg Variations, BWV 988: Var. 28",0.5920000000000001,0.0526,0.342,0.995,0.927,2.44
"Goldberg Variations, BWV 988: Var. 29",0.778,0.174,0.4039999999999999,0.994,0.852,2.86
"Goldberg Variations, BWV 988: Var. 30, Quodlibet",0.59,0.0824,0.518,0.995,0.843,2.81
"Sonata for Harpsichord and Flute in B Minor, BWV 1030: III. Presto",0.594,0.266,0.504,0.887,0.129,4.37
"Sonata for Harpsichord and Flute in E-Flat Major, BWV 1031 (Transp. to G Major): III. Allegro",0.737,0.223,0.435,0.8290000000000001,0.00515,4.99
"Sonata for Harpsichord and Flute in A Major, BWV 1032 (Transp. to G Major): I. Vivace",0.821,0.313,0.4429999999999999,0.794,0.00245,5.42
"Sonata for Flute and Basso continuo in C Major, BWV 1033: IV. Menuetto I - Menuetto II",0.804,0.1639999999999999,0.41,0.893,0.621,3.71
"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): IV. Allegro",0.754,0.172,0.531,0.8340000000000001,0.000459,5.25
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 2 in C Minor, BWV 871",0.247,0.157,0.3389999999999999,0.995,0.893,1.82
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 3 in C-Sharp Major, BWV 872",0.411,0.0894,0.221,0.994,0.8690000000000001,1.52
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 4 in C-Sharp Minor, BWV 873",0.248,0.0741,0.389,0.995,0.899,1.55
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 5 in D Major, BWV 874",0.365,0.128,0.389,0.995,0.866,1.74
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 6 in D Minor, BWV 875",0.237,0.1009999999999999,0.344,0.994,0.884,2.06
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 8 in D-Sharp Minor, BWV 877",0.23,0.0362,0.336,0.995,0.9,1.31
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 9 in E Major, BWV 878",0.286,0.0554,0.314,0.995,0.925,1.42
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 11 in F Major, BWV 880",0.266,0.0816,0.355,0.995,0.906,1.18
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 12 in F Minor, BWV 881",0.228,0.0365,0.368,0.995,0.91,1.48
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 13 in F-Sharp Major, BWV 882",0.348,0.108,0.381,0.995,0.933,1.95
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 14 in F-Sharp Minor, BWV 883",0.247,0.119,0.3929999999999999,0.995,0.936,1.33
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 15 in G Major, BWV 884",0.607,0.152,0.358,0.995,0.871,2.37
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 16 in G Minor, BWV 885",0.264,0.102,0.4579999999999999,0.994,0.872,1.63
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 20 in A Minor, BWV 889",0.354,0.0959,0.3429999999999999,0.994,0.904,1.59
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 18 in G-Sharp Minor, BWV 863",0.127,0.0793,0.466,0.996,0.904,1.68
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 20 in A Minor, BWV 865",0.26,0.17,0.319,0.994,0.826,1.7
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 21 in B-Flat Major, BWV 866",0.3429999999999999,0.102,0.303,0.993,0.836,1.67
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 22 in B-Flat Minor, BWV 867",0.0969999999999999,0.0189,0.53,0.994,0.851,1.38
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 23 in B Major, BWV 868",0.1889999999999999,0.0263,0.201,0.995,0.905,0.99
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 24 in B Minor, BWV 869",0.23,0.0151,0.432,0.995,0.85,2.49
"Weichet nur, betrÃ¼bte Schatten, BWV 202 ""Wedding Cantata"": No. 7, Sich Ã¼ben im Lieben (Version for Voice)",0.698,0.123,0.3379999999999999,0.83,0.0021,5.15
"Sonata for Harpsichord and Flute in B Minor, BWV 1030: II. Largo e dolce",0.21,0.0715,0.267,0.872,0.000244,3.48
"Sonata for Harpsichord and Flute in E-Flat Major, BWV 1031 (Transp. to G Major): I. Allegro moderato",0.823,0.158,0.382,0.8759999999999999,9.44e-05,4.85
"Sonata for Harpsichord and Flute in E-Flat Major, BWV 1031 (Transp. to G Major): II. Siciliano",0.359,0.0447,0.362,0.848,1.4e-05,3.75
"Sonata for Flute and Basso continuo in C Major, BWV 1033: II. Allegro",0.973,0.353,0.486,0.8059999999999999,0.414,5.39
"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): I. Adagio ma non tanto",0.337,0.0456,0.246,0.88,5.39e-05,3.64
"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): II. Allegro",0.903,0.175,0.64,0.8340000000000001,0.0156,5.98
"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): III. Andante",0.515,0.0315,0.261,0.897,0.00166,3.5
"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): II. Allegro",0.953,0.211,0.614,0.836,0.0050799999999999,6.37
"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): III. Siciliano",0.3979999999999999,0.0371,0.298,0.902,8.159999999999999e-05,3.53
"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): IV. Allegro assai",0.928,0.145,0.526,0.8909999999999999,0.0591,5.25
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 17 in A-Flat Major, BWV 886",0.214,0.0892,0.355,0.995,0.907,1.69
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 18 in G-Sharp Minor, BWV 887",0.326,0.113,0.257,0.995,0.93,1.54
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 19 in A Major, BWV 888",0.421,0.182,0.313,0.995,0.916,1.62
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 21 in B-Flat Major, BWV 890",0.289,0.179,0.411,0.995,0.909,2.09
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 22 in B-Flat Minor, BWV 891",0.2789999999999999,0.148,0.437,0.995,0.93,2.1
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 23 in B Major, BWV 892",0.255,0.113,0.34,0.995,0.922,1.71
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 24 in B Minor, BWV 893",0.417,0.163,0.3979999999999999,0.995,0.91,2.13
"Was mir behagt, ist nur die muntre Jagd, BWV 208 ""Hunt Cantata"": No. 9, Schafe kÃ¶nnen sicher weiden (Arr. for Voice & Flute)",0.18,0.0803,0.21,0.949,0.00677,2.91
"Der Himmel lacht, die Erde jubilieret, BWV 31: No. 8, Letzte Stunde, brich herein",0.254,0.0816,0.286,0.93,0.0452,2.93
"Christmas Oratorio, BWV 248: No. 39, FlÃ¶ÃŸt, mein Heiland, flÃ¶ÃŸt dein Namen",0.146,0.0411,0.21,0.951,0.113,2.85
"St. John Passion, BWV 245: No. 35, ZerflieÃŸe, mein Herze",0.0392,0.0579999999999999,0.2,0.962,0.0474,2.15
"Was soll ich aus dir machen, Ephraim, BWV 89: No. 5, Gerechter Gott, ach rechnest du?",0.351,0.0698,0.331,0.942,0.0412,3.42
"Es wartet alles auf dich, BWV 187: No. 5, Gott versorget alles Leben",0.2319999999999999,0.0495,0.243,0.962,0.0927,2.76
"St. John Passion, BWV 245: No. 9, Ich folge dir gleichfalls mit freudigen Schritten...",0.655,0.0636,0.365,0.977,0.00275,4.32
"Ich hatte viel BekÃ¼mmernis, BWV 21: No. 3, Seufzer, TrÃ¤nen, Kummer, Not",0.0484,0.0461,0.191,0.953,0.488,2.02
"Nimm was dein ist, und gehe hin, BWV 144: No. 5, GenÃ¼gsamkeit ist ein Schatz in diesem Leben",0.1939999999999999,0.0537,0.271,0.945,0.217,2.68
"Schweigt stille plaudert, nicht, BWV 211 ""Coffee Cantata"": No. 4, Ei wie schmeckt der Coffee sÃ¼ÃŸe",0.491,0.0657,0.431,0.937,0.0017699999999999,3.82
"Wer nur den lieben Gott lÃ¤ÃŸt walten, BWV 93: No. 6, Ich will auf den Herren schau'n",0.276,0.0647,0.307,0.955,0.176,2.94
"TÃ¶net, ihr Pauken! Erschallet, Trompeten!, BWV 214: No. 3, Blast die wohlgegriffnen FlÃ¶ten (Arr. for Voice & Flute)",0.828,0.135,0.512,0.955,0.00705,5.01
English Suite no. 2: IV. Sarabande - Remastered,0.152,0.3339999999999999,0.5660000000000001,0.812,0.97,2.78
Go Quietly,0.246,0.094,0.6940000000000001,0.871,0.565,3.44
Sunday Roast,0.0859,0.506,0.626,0.1369999999999999,0.00303,5.46
You Are The Reason - Instrumental,0.0669,0.115,0.236,0.962,0.8290000000000001,1.17
Love Never,0.6409999999999999,0.8140000000000001,0.465,0.00053,4.31e-05,7.77
Don't Do It,0.238,0.377,0.8109999999999999,0.12,3.929999999999999e-05,6.41
Clockwise,0.631,0.71,0.826,0.00149,0.00647,8.05
Cops And Robbers,0.291,0.7340000000000001,0.361,0.000178,0.00145,6.74
Sideways,0.239,0.11,0.526,0.922,0.000259,3.86
Parral,0.966,0.522,0.43,0.0753,0.0289999999999999,7.84
Palpus,0.996,0.7929999999999999,0.521,0.0791,0.821,7.0
Listening,0.441,0.308,0.913,0.223,0.00173,6.6
"Versos de Neruda (feat. Xantos, Fonseca)",0.667,0.8320000000000001,0.664,0.0185,7.59e-06,8.07
No Hesitation,0.322,0.226,0.855,0.37,1.15e-05,5.75
Collide,0.565,0.7070000000000001,0.445,0.0531,2.37e-06,7.26
White Flag - Steve Reece Remix,0.502,0.501,0.6809999999999999,0.208,0.0001419999999999,7.15
Cochin,0.97,0.563,0.53,0.0501,0.7659999999999999,6.31
Tu HÃ©roe,0.715,0.8190000000000001,0.7859999999999999,0.217,6.75e-05,8.83
Climb on the Cross,0.5329999999999999,0.8109999999999999,0.731,0.8590000000000001,0.47,5.47
AsÃ­ No Se Hace,0.918,0.8640000000000001,0.6659999999999999,0.262,1.62e-06,8.24
Want You to Know,0.181,0.968,0.643,0.0174,0.0305,7.27
"Symphony No. 39 in E-Flat Major, K. 543: I. Adagio - Allegro (Rehearsal)",0.146,0.0959,0.365,0.971,0.00294,3.62
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒˆé•·èª¿ K.301 I.Allegro con spirito,0.526,0.165,0.373,0.965,0.0151,4.43
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒˆé•·èª¿ K.301 II.Allegro,0.5489999999999999,0.141,0.361,0.973,0.00178,3.93
"Symphony No. 39 in E-Flat Major, K. 543: I. Adagio - Allegro",0.0796,0.115,0.285,0.972,0.8759999999999999,0.85
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ å¤‰ãƒ›é•·èª¿ K.302 I.Allegro,0.472,0.178,0.413,0.977,0.732,2.43
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ å¤‰ãƒ›é•·èª¿ K.302 II.Rondo: Andante grazioso,0.204,0.1369999999999999,0.3389999999999999,0.98,0.355,2.42
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒé•·èª¿ K.403 II. Andante,0.145,0.0268,0.22,0.964,2.43e-05,2.83
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒé•·èª¿ K.303 I.Adagio - Allegro molto,0.368,0.151,0.314,0.975,0.0087099999999999,3.6
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒé•·èª¿ K.303 II.Tempo di menuetto,0.449,0.149,0.39,0.983,0.011,3.55
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒ›çŸ­èª¿ K.304 II.Tempo di menuetto,0.178,0.131,0.361,0.978,0.0127,3.61
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒ›çŸ­èª¿ K.304 I.Allegro,0.37,0.142,0.369,0.966,0.0886,3.61
"Symphony No. 39 in E-Flat Major, K. 543: II. Andante con moto (Rehearsal)",0.15,0.0658,0.221,0.973,0.00385,2.91
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ã‚¤é•·èª¿ K.305 I.Allegro,0.574,0.21,0.477,0.963,0.163,4.28
"Symphony No. 39 in E-Flat Major, K. 543: II. Andante con moto",0.0671,0.023,0.177,0.982,0.727,1.38
"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto. Allegretto (Rehearsal)",0.186,0.15,0.465,0.961,1.57e-06,3.73
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ã‚¤é•·èª¿ K.305 II.Tempo di menuetto,0.311,0.1009999999999999,0.325,0.984,0.0362,3.53
"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro (Rehearsal)",0.275,0.216,0.429,0.969,0.0187,3.98
"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro",0.412,0.2339999999999999,0.506,0.968,0.946,2.78
"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto. Allegretto",0.418,0.0829,0.335,0.981,0.735,1.66
ãƒ”ã‚¢ãƒŽã¨ãƒ´ã‚¡ã‚¤ã‚ªãƒªãƒ³ã®ãŸã‚ã®ã‚½ãƒŠã‚¿ ãƒ‹é•·èª¿ K.306 I.Allegro con spirito,0.5539999999999999,0.1989999999999999,0.43,0.966,0.142,4.04
