track_name,valence,energy,danceability,acousticness,instrumentalness,user_preference
Black Sky,0.382,0.7659999999999999,0.691,0.0742,0.0533,7.23
Pyramid of Bones,0.529,0.944,0.376,0.000354,0.124,6.87
Human,0.156,0.66,0.5770000000000001,0.0131,0.205,6.95
Revenge,0.206,0.501,0.684,0.173,1.62e-05,5.94
Nadie Te Va A Amar Como Yo,0.4,0.406,0.469,0.2269999999999999,0.0128,5.59
Taking Flight (feat. Q Brown),0.201,0.8809999999999999,0.825,0.00779,0.00163,7.58
Let Me in (feat. Luke Edgemon),0.1989999999999999,0.563,0.7120000000000001,0.0628,0.00165,7.4
Middle of the Night,0.515,0.8059999999999999,0.528,8.89e-05,0.0369,7.47
Giraffe Pussy (feat. Berner),0.455,0.745,0.6459999999999999,0.000168,1.83e-05,7.34
Big Killa,0.6859999999999999,0.8390000000000001,0.7879999999999999,0.0036299999999999,1.18e-05,8.5
Is It Love? (1001),0.306,0.493,0.659,0.1969999999999999,0.909,4.67
Bloodlust,0.218,0.823,0.466,0.0004849999999999,0.0197,7.14
Only Road - Cosmic Gate Remix,0.146,0.866,0.495,0.00409,0.184,6.5
Ocean,0.682,0.633,0.515,0.369,0.000138,6.86
Origin,0.0935,0.512,0.635,0.00026,0.307,5.82
è²ªæˆ€(é›»è¦–åŠ‡ã€Šæ­¸é‚„ä¸–ç•Œçµ¦ä½ ã€‹ä¸»é¡Œæ›²),0.424,0.7659999999999999,0.632,0.0835,0.00379,7.72
Wrong Again,0.8109999999999999,0.7879999999999999,0.51,0.0109,1.34e-06,8.16
Thinking of You,0.215,0.621,0.476,0.7170000000000001,0.938,3.46
Big 30,0.436,0.7090000000000001,0.7609999999999999,0.434,1.58e-06,6.84
Clownin,0.395,0.684,0.688,0.132,2.77e-06,7.22
Hold Your Breath,0.42,0.983,0.47,0.000138,0.0181,7.98
Higher Ground - pluko Remix,0.1369999999999999,0.6759999999999999,0.634,0.141,0.00148,7.01
Waiting For The Break Of Day (with Shaggy),0.483,0.534,0.861,0.0432,6.69e-05,7.51
Daniel,0.241,0.2319999999999999,0.409,0.823,6.36e-06,3.76
Safe With Me (ASOT 859),0.429,0.72,0.4529999999999999,1.44e-05,7.26e-05,6.88
Space Walrus Intro (Original Soundtrack),0.316,0.0968,0.629,0.995,0.898,2.42
Good Girls Bad Boys,0.3389999999999999,0.949,0.62,0.00122,0.33,7.55
Maybe Iâ€™m Amazed - Bonus Track,0.235,0.2,0.483,0.951,1.7e-05,4.39
Khlorine (feat. Smino),0.472,0.472,0.818,0.179,1.46e-05,6.95
Bridge,0.987,0.948,0.672,0.0509,0.85,7.22
Cos I Love You,0.633,0.6779999999999999,0.836,0.0126,0.00205,8.24
Right Direction,0.317,0.476,0.503,0.103,0.00916,6.45
Heaven's Gate (Sad & Sober),0.148,0.906,0.13,0.0015199999999999,0.000643,5.9
Go up High,0.288,0.59,0.6890000000000001,0.375,0.732,4.97
No Going Back (ASOT 859),0.176,0.8390000000000001,0.5329999999999999,0.000532,0.546,6.49
Subset,0.804,0.885,0.807,0.0479,0.906,7.33
Ghost Of Mine,0.177,0.236,0.706,0.638,5.67e-05,4.91
The Last Dancer (ASOT 859),0.355,0.634,0.4039999999999999,8.53e-05,0.55,5.96
Bayo,0.612,0.7090000000000001,0.866,0.0497,5.52e-06,7.92
Abulia and Akrasia,0.417,0.401,0.419,0.746,0.0617,4.83
U.R (ASOT 859) - Jordy Eley Remix,0.473,0.8590000000000001,0.546,0.0007769999999999,0.471,6.72
Noom (ASOT 859) [Progressive Pick] - Estiva Remix,0.1689999999999999,0.8959999999999999,0.471,0.00115,0.818,5.27
One and Only (Ricochet),0.3939999999999999,0.8140000000000001,0.4039999999999999,0.000166,0.959,5.06
Sink With You,0.2689999999999999,0.957,0.429,7.5e-05,0.038,7.82
It Wasn't Me,0.357,0.696,0.7859999999999999,0.113,3.21e-06,7.01
On The Way You Go (ASOT 859) - Ruben de Ronde Remix,0.263,0.8140000000000001,0.501,0.00211,0.0248,7.15
Tell Me the Truth,0.2269999999999999,0.564,0.522,0.175,0.022,6.15
Without You My Love (ASOT 859) - Myon Definitive Mix,0.0747,0.573,0.32,0.0003259999999999,0.465,4.68
All We Need (ASOT 860) [Progressive Pick],0.26,0.8220000000000001,0.518,6.03e-05,0.932,5.01
Alpha,0.183,0.955,0.604,0.00031,0.774,6.06
Lazers (ASOT 859),0.131,0.813,0.583,0.0104,0.525,6.21
Room for Doubt (ASOT 860),0.0738,0.805,0.54,4.7600000000000005e-05,0.505,5.98
"Sex, Love & Water (ASOT 859) - Mark Sixma Remix",0.407,0.72,0.64,0.0090099999999999,0.00374,8.0
The Ghost (ASOT 860),0.179,0.7020000000000001,0.411,0.00282,0.1369999999999999,6.41
Tambores (ASOT 860),0.331,0.826,0.494,4.52e-05,0.237,7.23
Nothing More Than That,0.2769999999999999,0.0993,0.555,0.94,0.59,2.79
Everything You've Ever Learned,0.5920000000000001,0.5710000000000001,0.38,0.0601,0.0417,6.58
A Thousand Seas (ASOT 859) [Tune Of The Week],0.114,0.578,0.496,0.0237,0.00172,6.14
AR (ASOT 859) - Leo Reyes Remix,0.122,0.7979999999999999,0.507,0.000585,0.872,5.59
Apocalypse (ASOT 860),0.0383,0.606,0.39,1.87e-05,0.7559999999999999,4.24
Dawn,0.556,0.9,0.573,9.78e-05,0.971,5.99
Revival (ASOT 859) [Future Favorite],0.0992,0.737,0.494,0.000293,0.096,6.08
How Can I (ASOT 860),0.128,0.624,0.354,8.62e-05,0.00813,6.16
Timeshift (ASOT 859),0.0526,0.713,0.385,2.85e-05,0.92,4.63
Stingy,0.331,0.418,0.6809999999999999,0.271,0.00415,6.76
It's Time (feat. Bruce Buffer),0.0995,0.975,0.546,0.00883,0.0133,7.22
Open My Mind (ASOT 859),0.0387,0.959,0.45,8.71e-06,0.166,6.73
Navigator (ASOT 860),0.157,0.871,0.5670000000000001,0.00171,0.7,5.66
For Those We Lost (ASOT 860),0.0639,0.936,0.429,0.000314,0.937,5.4
Fired Up (ASOT 859) - Istoria Anthem,0.0777,0.79,0.471,0.0021899999999999,0.947,4.8
Only One (ASOT 860),0.0581,0.522,0.34,0.0036799999999999,0.0339,5.59
Respect Commander,0.3289999999999999,0.838,0.352,0.0648,0.133,6.66
Fireflies (ASOT 859) - Jorn Van Deynhoven Remix,0.0543,0.8909999999999999,0.434,0.0005,0.4479999999999999,5.71
Maybe Itâ€™s You (ASOT 860),0.2239999999999999,0.5489999999999999,0.498,0.1639999999999999,0.00774,6.14
Ocean (Push The Button) [ABGT278],0.188,0.664,0.349,0.0188,3.88e-06,5.81
Kaiju (ASOT 859),0.206,0.7559999999999999,0.422,3.4200000000000005e-05,0.885,5.04
Beautiful Mind (ASOT 859) - Dennis Sheperd Remix,0.493,0.8270000000000001,0.409,5.04e-05,0.8690000000000001,6.1
No Fuck$ Given,0.249,0.547,0.501,0.00311,0.265,6.39
I Came to Collect (Lio Rush),0.283,0.918,0.58,0.000129,7.13e-06,7.39
Dreamers (ASOT 860),0.264,0.816,0.434,0.000723,0.152,6.67
Your True Name,0.286,0.8320000000000001,0.575,0.0598,0.255,7.06
When You're Small,0.242,0.465,0.465,0.612,0.00639,4.89
Marijuanaut's Theme,0.324,0.879,0.207,0.0175,0.754,5.08
Just One Lifetime (with Shaggy),0.5329999999999999,0.597,0.773,0.143,4.75e-06,7.87
Something Inside (ASOT 860),0.0637,0.799,0.442,0.0796,0.961,4.48
Sail The Stormy Waters (ASOT 859),0.0452,0.978,0.407,0.000236,0.177,6.39
Raindance (ASOT 859),0.382,0.723,0.624,0.000345,0.863,5.39
Vicaress,0.254,0.628,0.782,4.5e-05,0.884,5.6
Get Lost,0.967,0.807,0.7659999999999999,0.727,0.828,6.34
Contrast,0.794,0.633,0.8059999999999999,0.0105,0.956,6.27
Choice Of The Angels (ASOT 859),0.0336,0.993,0.373,0.0001699999999999,0.787,5.44
Nelly (ASOT 860),0.0391,0.763,0.405,0.000324,0.835,4.56
Dragonborn (ASOT 859),0.105,0.89,0.4429999999999999,2.93e-05,0.7829999999999999,5.82
Imagine (ASOT 860) - 10 Year Anniversary,0.0442,0.812,0.4629999999999999,2.6e-05,0.838,4.61
Avocado,0.741,0.785,0.802,0.00501,0.0037,8.58
Thong Song,0.669,0.7040000000000001,0.7509999999999999,0.0241,5.54e-06,8.37
Another You (ASOT 860),0.0968,0.8,0.419,0.000157,0.421,5.77
Back To Life (ASOT 860),0.54,0.777,0.4379999999999999,0.00314,0.000389,7.65
When Heroes Fall (ASOT 859),0.131,0.8390000000000001,0.359,4.3200000000000007e-05,0.6940000000000001,5.22
Aether (ASOT 859),0.071,0.75,0.376,3.4200000000000005e-05,0.97,4.24
Tierra (ASOT 860),0.302,0.931,0.523,1.34e-05,0.0246,7.28
Intoxicated (ASOT 860),0.0386,0.884,0.289,0.00099,0.214,6.15
Our Destiny (ASOT 860),0.0342,0.964,0.434,0.000531,0.659,5.73
Felix culpa,0.216,0.7979999999999999,0.773,0.00449,0.804,6.38
LaVar,0.787,0.525,0.575,0.8079999999999999,7.329999999999999e-05,6.0
Fusion (ASOT 859),0.183,0.813,0.461,0.000614,0.96,5.08
A Thousand Seas (ASOT 860),0.1159999999999999,0.579,0.296,0.0187,0.00198,5.56
Signals (ASOT 859),0.151,0.903,0.488,0.000158,0.562,6.11
Wings,0.457,0.7240000000000001,0.534,0.0152,0.00952,7.16
Out Of The Dark (ASOT 860),0.0287,0.963,0.315,6.48e-05,0.979,4.14
Allt Stod Still (Outro),0.126,0.342,0.286,0.8340000000000001,0.951,1.8
More Than A Life Away (ASOT 859) - Cristian Ketelaars Rework,0.397,0.998,0.379,0.000155,0.607,6.38
Midnight (ASOT 860),0.0391,0.936,0.392,0.000301,0.937,5.0
Believe - Take 3 Version / From â€œStarâ€ Season 2 Soundtrack,0.748,0.541,0.8109999999999999,0.072,7.73e-06,8.05
Space Roadster (ASOT 860),0.156,0.8740000000000001,0.431,6.840000000000001e-05,0.878,5.14
Stretch,0.408,0.326,0.813,0.000906,0.856,5.3
Clover (ASOT 860) - Uplifting Mix,0.118,0.8540000000000001,0.431,2.97e-05,0.413,6.61
Dreaming In The U.S.A. (with Shaggy),0.7659999999999999,0.634,0.7709999999999999,0.0905,1.6800000000000002e-05,8.29
Frequency (ASOT 860),0.12,0.92,0.455,5.5e-05,0.937,5.17
Time Will Be The Healer,0.366,0.471,0.416,0.5710000000000001,3.22e-06,5.28
On The Way You Go (ASOT 860) - OnAir Mix,0.0777,0.953,0.436,0.000152,0.0025,6.96
Amnesia (ASOT 860),0.0778,0.89,0.4679999999999999,0.000169,0.25,6.51
Winter (ASOT 860) - Solis & Sean Truby vs Ultimate Remix,0.0538,0.8690000000000001,0.3829999999999999,7.659999999999999e-05,0.402,6.13
Believe,0.6890000000000001,0.906,0.602,0.0012699999999999,0.909,6.48
License to Chill,0.59,0.718,0.665,0.48,0.649,5.51
Almira's Dream (ASOT 860),0.4429999999999999,0.938,0.37,7.49e-06,0.98,5.56
pushin,0.613,0.472,0.784,0.67,0.00273,5.83
Perfect,0.496,0.245,0.3,0.962,0.902,2.09
Starwatcher,0.2739999999999999,0.688,0.492,0.00612,1.07e-06,7.28
Too Blessed,0.307,0.738,0.927,0.128,0.000177,7.53
Sunkissed Dreams,0.602,0.7759999999999999,0.8540000000000001,0.00247,0.904,7.28
Castles,0.225,0.777,0.765,0.0375,0.000139,7.51
I Wanna Dance with Somebody (Who Loves Me),0.877,0.8490000000000001,0.7090000000000001,0.109,0.0004379999999999,8.95
"Vai Malandra (feat. Tropkillaz & DJ Yuri Martins, Alesso & KO:YU) - Remix",0.588,0.918,0.624,0.0203,0.0451,8.18
Me and You,0.301,0.44,0.619,0.0907,1.8e-05,6.88
New Jersy,0.856,0.7340000000000001,0.8079999999999999,0.124,0.943,6.92
Fragment II (ABGT278),0.181,0.551,0.486,0.0293,0.24,5.96
Origin,0.178,0.366,0.593,0.214,0.296,4.72
Version of Me,0.236,0.114,0.349,0.934,0.0103,3.81
The Things We Can Do - Interlude,0.346,0.737,0.611,0.632,3.66e-05,5.53
Happy,0.606,0.544,0.654,0.174,1.15e-06,7.94
High School Boys (feat. Sean McVerry),0.322,0.597,0.6409999999999999,0.00575,0.157,7.2
Adidas (feat. Ball Greezy),0.193,0.659,0.46,0.0187,5.89e-06,7.33
22nd Street (with Shaggy),0.366,0.504,0.713,0.0746,0.0020399999999999,7.0
LAMBO,0.351,0.491,0.8390000000000001,0.0138,2.59e-05,6.97
Only One,0.182,0.0578,0.604,0.955,0.0296,4.23
Blame (NGHTMRE Remix),0.183,0.8440000000000001,0.616,0.0354,0.00234,7.4
Lullaby - Sigala Festival Edit,0.753,0.94,0.73,0.0322,0.0001629999999999,8.52
Psycho Star,0.446,0.863,0.455,0.0091799999999999,0.0015199999999999,7.29
Don't Go Breaking My Heart,0.248,0.4639999999999999,0.7829999999999999,0.222,0.0334,5.67
Between the Houses,0.225,0.179,0.402,0.816,0.0462,3.55
How Could U Hate Me,0.5479999999999999,0.853,0.59,0.0107,1.11e-06,8.08
Veresko,0.652,0.385,0.8190000000000001,0.00896,0.877,6.08
Mowgli (Mix Cut),0.0396,0.7390000000000001,0.402,0.0008869999999999,0.64,5.22
Sunny Days (Mix Cut),0.105,0.5720000000000001,0.675,0.00236,0.00234,7.15
Sinfonia (Mix Cut),0.331,0.7190000000000001,0.479,0.000172,0.412,6.54
You Are (Mix Cut),0.346,0.62,0.742,0.0271,0.0634,7.92
"Sex, Love & Water (Mix Cut) - Club Mix",0.273,0.725,0.618,0.00399,0.664,5.38
Violet (Mix Cut),0.0768,0.6920000000000001,0.455,0.000214,0.4639999999999999,5.47
Blah Blah Blah (Mix Cut),0.032,0.75,0.6509999999999999,0.00448,0.0066,6.66
"Wuzzam, Wuzzup (with Mike WiLL Made-It)",0.27,0.71,0.923,0.1989999999999999,0.000207,7.4
Raging,0.363,0.645,0.5,0.46,0.0004089999999999,5.88
Best Friends,0.812,0.628,0.736,0.0189,0.0003129999999999,8.32
Goodbye Yellow Brick Road,0.247,0.64,0.345,0.3879999999999999,0.0106,5.62
"Flower of the Universe (No I.D. Remix) [From Disney's ""A Wrinkle in Time""]",0.271,0.311,0.688,0.386,0.0746,5.51
I'll Be Your Girl,0.565,0.326,0.6,0.853,3.38e-06,5.18
Heart Killer,0.467,0.6809999999999999,0.43,0.0115,0.000327,6.89
Generation,0.873,0.978,0.6759999999999999,0.00264,0.8540000000000001,7.64
We Look Like Lightning,0.344,0.638,0.53,0.00505,0.0109,7.38
No Frame,0.21,0.755,0.324,0.0828,0.256,6.32
Quemando Un Gallo,0.955,0.525,0.812,0.45,0.000247,7.94
Crawl Outta Love - The Glitch Mob Remix,0.0372,0.7979999999999999,0.476,0.00677,0.0914,6.43
Interlude,0.964,0.244,0.8059999999999999,0.938,0.932,3.82
Incorporateda,0.6920000000000001,0.625,0.62,0.000411,0.919,5.87
Wasted,0.356,0.7390000000000001,0.733,0.0182,2.68e-05,7.8
Satisfied,0.787,0.619,0.669,0.154,1.63e-05,8.51
The Ghosts of Right Now,0.35,0.928,0.3339999999999999,2.05e-05,0.0634,7.07
RoadTrip,0.143,0.907,0.541,7.58e-05,0.9,5.67
It's Not Like You,0.317,0.0115,0.561,0.961,0.106,3.61
Ridin',0.212,0.4579999999999999,0.677,6.07e-05,0.904,4.71
Run It Back,0.609,0.706,0.423,0.14,1.08e-06,6.93
2nd To None (with 2Chainz),0.675,0.604,0.61,0.00611,1.15e-06,7.21
Un Flauto,0.24,0.944,0.5329999999999999,0.000105,0.0044399999999999,7.62
On My Own,0.078,0.855,0.409,0.00975,1.2e-05,6.53
Forever Amen (Interlude),0.3389999999999999,0.147,0.351,0.986,0.000899,3.32
Rose-Colored Boy - Mix 2,0.953,0.789,0.777,0.00418,9.28e-06,8.7
Lets Go,0.987,0.682,0.748,0.0135,0.805,7.22
Permanent High School,0.649,0.8270000000000001,0.535,0.0121,0.0611,7.73
Violet (ABGT278),0.0957,0.775,0.602,0.000214,0.123,6.49
Oh Ah,0.153,0.387,0.466,0.9,0.846,2.73
Count To Five,0.691,0.3339999999999999,0.815,0.6459999999999999,0.026,6.25
Broken,0.81,0.588,0.649,0.00175,0.737,6.84
Drip,0.564,0.386,0.7070000000000001,0.633,0.0912,6.74
OhNo!,0.2789999999999999,0.525,0.455,0.136,0.7340000000000001,4.65
High,0.128,0.556,0.5920000000000001,0.89,0.888,3.59
Slow Down,0.654,0.73,0.84,0.0814,4.45e-06,8.23
Sheik,0.73,0.382,0.823,0.00546,0.887,6.11
P a z,0.7879999999999999,0.6609999999999999,0.745,0.812,0.643,5.95
Sanctify - Remix,0.151,0.716,0.6,0.0252,0.000111,6.92
Over and Over and Over - Recorded at Spotify Studios NYC,0.7440000000000001,0.8240000000000001,0.472,0.000831,0.0257,7.74
Pablo Picasso - Recorded at Spotify Studios NYC,0.6859999999999999,0.774,0.5920000000000001,0.0787,0.406,6.9
Sugartown,0.7829999999999999,0.89,0.75,0.00352,5.26e-06,8.87
All I See Is You - DJ Afrojack Edit,0.37,0.903,0.609,0.00387,0.000296,8.24
If The Car Beside You Moves Ahead,0.293,0.7859999999999999,0.608,0.731,0.331,5.22
Brightfall,0.0788,0.855,0.36,0.226,3.83e-06,6.0
Volatile,0.326,0.991,0.425,0.000139,5.99e-06,6.8
Go Out Fighting,0.211,0.5770000000000001,0.362,0.0342,0.00486,6.56
Do It Till Your Face Hurts,0.141,0.85,0.488,0.0065099999999999,0.000609,7.25
Young & Invincible,0.2689999999999999,0.939,0.596,0.000358,0.84,5.97
How Long,0.359,0.1,0.622,0.921,0.0677,3.7
Joker,0.1669999999999999,0.913,0.6659999999999999,0.0143,0.000131,7.41
Soulja,0.1119999999999999,0.972,0.659,0.0075,0.267,7.15
Burn It,0.248,0.998,0.7140000000000001,0.0389,0.632,6.71
Bottom of You,0.89,0.737,0.764,0.753,0.127,7.19
Do You Wanna - Micha Moor Edit,0.184,0.973,0.626,0.00659,0.133,7.1
Darkside,0.327,0.952,0.773,0.00375,0.00402,7.66
Boomshakalak,0.366,0.977,0.615,0.00143,0.00141,7.98
Legion,0.281,0.879,0.5539999999999999,0.00139,3.92e-05,7.18
Tequila,0.0662,0.985,0.602,0.0123,0.162,6.79
From Lights Above,0.303,0.626,0.527,0.0968,0.0011099999999999,6.69
Cast Away 2018 - Extended Mix,0.25,0.773,0.649,0.00456,0.104,7.39
Hidden Hills,0.972,0.9,0.659,0.00663,0.888,7.48
Nomad,0.125,0.8540000000000001,0.389,0.0258,0.00468,6.84
Beams,0.904,0.501,0.76,0.0362,0.762,6.5
100 Grados,0.2739999999999999,0.82,0.721,0.0314,0.000338,7.54
Without You My Love (ABGT278) - Myon Definitive Mix,0.0754,0.882,0.562,0.00059,0.147,6.73
"Breathe in, Breathe Out",0.72,0.493,0.635,0.0633,0.00243,7.29
Trampled Down Below,0.214,0.815,0.138,0.000677,0.00171,6.31
Sad Trombone (with Shaggy),0.753,0.535,0.918,0.04,0.000117,8.65
Little Angel,0.2769999999999999,0.336,0.755,0.598,4.65e-06,5.12
I Need You - KLYMVX Remix,0.473,0.652,0.713,0.00175,6.01e-06,7.98
Barefootin',0.81,0.6709999999999999,0.442,0.0316,1.08e-06,8.0
Forever People,0.482,0.525,0.8290000000000001,0.0027199999999999,0.0773,7.3
Borthel,0.594,0.8340000000000001,0.8079999999999999,0.273,0.943,5.43
seven stars,0.039,0.1639999999999999,0.4429999999999999,0.401,0.00655,4.13
.Almond,0.506,0.21,0.713,0.8590000000000001,0.877,3.72
I Swear,0.308,0.934,0.446,6.890000000000001e-05,0.0105,6.93
Phantoms,0.296,0.508,0.857,0.0958,0.0087099999999999,7.44
Racist,0.6829999999999999,0.66,0.772,0.118,0.877,6.03
What's My Name? - Recorded at Spotify Studios NYC,0.161,0.2739999999999999,0.647,0.648,0.0001139999999999,4.61
Waiting (For You) (ABGT278),0.273,0.87,0.4,0.000483,0.895,5.36
In Motion,0.457,0.979,0.485,1.75e-05,0.000131,7.49
"Estampes, L. 100: No. 1, Pagodes",0.0512,0.0383,0.271,0.986,0.8640000000000001,1.34
I Gave Up,0.0848,0.63,0.484,0.01,0.0143,6.21
"Estampes, L. 100: No. 2, La soirÃ©e dans Grenade",0.0377,0.0635,0.305,0.991,0.823,0.86
No Going Back (Record Of The Week) [ABGT278],0.2019999999999999,0.8240000000000001,0.642,0.0126,0.239,6.19
Step It Up,0.73,0.956,0.626,0.0135,0.012,8.99
"Estampes, L. 100: No. 3, Jardins sous la pluie",0.0368,0.154,0.2689999999999999,0.989,0.861,0.94
All In,0.737,0.525,0.861,0.722,0.0042299999999999,6.9
"Ballade, L. 70",0.0368,0.0412,0.252,0.992,0.916,0.96
Night Time,0.529,0.905,0.584,0.042,0.000655,8.15
God's Plan,0.5329999999999999,0.787,0.608,0.00401,1.28e-06,8.26
On Air (ABGT278),0.166,0.613,0.608,0.00942,0.883,5.25
Peep the Steelo - Instrumental,0.588,0.188,0.8420000000000001,0.892,0.737,3.73
Noom (ABGT278) - Estiva Remix,0.0766,0.8440000000000001,0.486,0.0002279999999999,0.915,5.24
Coast to Coast,0.467,0.6759999999999999,0.615,0.332,0.00323,7.24
Consequence Of You (ABGT278),0.0706,0.787,0.664,0.00143,0.8220000000000001,5.31
"PrÃ©ludes, Book 2, L. 123: No. 6, GÃ©nÃ©ral Lavine (Eccentric)",0.2,0.0711,0.462,0.981,0.866,1.83
Night Shift (with Shaggy),0.519,0.485,0.8640000000000001,0.0455,3.289999999999999e-05,7.73
Jumping Jax,0.51,0.722,0.7709999999999999,0.018,0.0209,8.14
"Images oubliÃ©es, L. 87: No. 1, Lent (MÃ©lancolique et doux)",0.0443,0.0177,0.362,0.992,0.823,1.78
"Images oubliÃ©es, L. 87: No. 2, Dans le mouvement d'une Sarabande",0.0462,0.0481,0.532,0.992,0.855,1.6
"Images oubliÃ©es, L. 87: No. 3, Quelques aspects de nous n'irons plus au bois",0.0386,0.118,0.284,0.987,0.8740000000000001,0.68
Desire (Yawns Remix),0.187,0.437,0.655,0.000837,0.6629999999999999,5.35
RigorMortis,0.244,0.575,0.599,0.273,0.000131,6.17
In the End,0.216,0.368,0.71,0.8190000000000001,0.00352,4.77
Malnati (ABGT278),0.0368,0.799,0.643,0.000921,0.8809999999999999,5.22
Inception,0.4639999999999999,0.6859999999999999,0.775,0.00105,0.785,5.47
La Tormenta (ABGT278),0.0333,0.948,0.5820000000000001,0.0002189999999999,0.862,5.97
Road to Alaska,0.838,0.8370000000000001,0.835,0.0272,0.8759999999999999,6.96
Open Over Us,0.193,0.575,0.4539999999999999,0.1689999999999999,0.000385,5.78
Why Give Up Before We Try (ABGT278),0.411,0.649,0.6779999999999999,0.0005269999999999,0.943,5.57
Aadorable,0.491,0.321,0.757,0.967,0.0157,5.53
Danger,0.857,0.7440000000000001,0.74,0.0115,0.024,8.65
For Those We Lost (ABGT278),0.1159999999999999,0.847,0.416,0.000349,0.93,5.15
Ais (ABGT278),0.208,0.58,0.607,0.000379,0.802,5.06
In My Head,0.185,0.7859999999999999,0.735,0.000278,0.00647,7.44
Sunflowers,0.949,0.535,0.529,0.86,0.86,4.57
Notice Me,0.2,0.5,0.496,0.123,0.248,5.51
If You Can't Find Love (with Shaggy),0.3,0.49,0.735,0.0176,3.55e-05,7.27
Alcohol,0.501,0.944,0.562,0.00528,0.0276,7.67
House Of Cards (feat. Sidnie Tipton),0.423,0.8170000000000001,0.556,0.0195,2.45e-05,8.02
Brass Man,0.8909999999999999,0.831,0.6709999999999999,0.0183,0.47,8.32
Fred Hampton,0.589,0.792,0.535,0.0431,0.0004639999999999,8.04
Love Changes Everything (with Shaggy),0.456,0.408,0.6859999999999999,0.252,0.0002109999999999,6.75
I Believe (Record Of The Week) [ABGT279],0.181,0.509,0.645,0.000293,0.0126,6.64
Good for You,0.742,0.737,0.7020000000000001,0.0202,0.0025399999999999,8.48
Group Therapy Intro (ABGT278),0.62,0.647,0.324,0.128,5.82e-06,7.3
No Going Back (ABGT279),0.103,0.8859999999999999,0.613,0.0127,0.826,5.81
Dapshow,0.772,0.5670000000000001,0.809,0.00232,0.8690000000000001,5.9
Stadium One (ABGT279),0.0361,0.878,0.623,9.16e-05,0.936,5.77
Sell It,0.954,0.848,0.809,5.1e-05,0.918,7.29
Boujee,0.25,0.639,0.9,0.138,1.74e-06,7.47
Operas,0.371,0.762,0.809,7.92e-05,0.927,6.1
The Hard Way,0.442,0.742,0.621,0.0136,0.000178,7.75
Selma,0.957,0.6779999999999999,0.596,0.0102,0.95,6.48
"Invaluable Waste from the Outlying Districts, Pt. 04",0.188,0.7290000000000001,0.573,0.118,0.841,4.67
Penrith (ABGT279),0.0637,0.79,0.499,6.91e-05,0.7959999999999999,4.83
Noom (ABGT279) - Estiva Remix,0.0708,0.903,0.472,0.000256,0.905,4.82
Standing On Ghosts,0.509,0.875,0.456,0.0073799999999999,0.00297,8.01
Drama King (ABGT278),0.0709,0.741,0.292,0.00217,0.85,3.92
We're All We Need - Live At The Hollywood Bowl,0.38,0.477,0.551,0.5920000000000001,0.0047799999999999,5.41
Blue Sky Action - Live At The Hollywood Bowl,0.0692,0.447,0.31,0.535,2.86e-06,4.82
Peach,0.552,0.385,0.677,0.196,0.00527,7.05
Breathe (ABGT278) - Tinlicker Remix,0.0784,0.736,0.716,0.0186,0.596,5.7
Sonic Titan,0.348,0.735,0.192,0.00112,0.787,5.18
Kepler (ABGT279),0.0385,0.644,0.593,3.78e-05,0.0293,6.46
Hello - Live At The Hollywood Bowl,0.0371,0.483,0.23,0.479,0.8540000000000001,2.66
Eighty Six (ABGT279),0.215,0.937,0.563,0.000426,0.568,6.48
Have I Told You Enough,0.447,0.943,0.4039999999999999,6.97e-06,0.000184,7.51
Come on Down,0.883,0.662,0.7140000000000001,0.0645,0.612,7.13
Group Therapy (Messages Pt. 2) [ABGT279],0.447,0.794,0.5,0.00223,0.00022,7.74
When They Call My Name,0.285,0.89,0.257,0.0289999999999999,1.2e-05,7.39
Keep It Real,0.687,0.775,0.768,0.0628,1.04e-06,8.04
The Ocean Grew Hands to Hold Me,0.0478,0.3289999999999999,0.342,0.0108,0.0716,5.59
La Tormenta (ABGT279),0.0345,0.97,0.242,0.000698,0.8809999999999999,5.4
Miracle - Live At The Hollywood Bowl,0.207,0.429,0.3829999999999999,0.479,8.14e-05,5.18
No Hay Mal Que Dure,0.535,0.747,0.46,0.27,0.875,5.19
Counting Down The Days / Liquid Love - Live At The Hollywood Bowl,0.377,0.7190000000000001,0.429,0.603,0.00171,5.64
No Other (ABGT279),0.214,0.613,0.727,0.0135,0.802,5.56
No One On Earth - Live At The Hollywood Bowl,0.125,0.261,0.3,0.8690000000000001,0.0111,3.38
Electric Sheep (ABGT279),0.11,0.879,0.6409999999999999,0.0011099999999999,0.17,6.92
Sticky Fingers - Live At The Hollywood Bowl,0.0789,0.409,0.3879999999999999,0.4429999999999999,0.259,4.44
Group Therapy (Messages Pt. 4) [ABGT279],0.623,0.685,0.6459999999999999,0.0374,1.03e-06,7.5
Abydos (ABGT279),0.425,0.928,0.45,0.000127,0.665,6.36
Galaxy,0.51,0.7,0.708,0.0956,0.000413,7.18
On My Way To Heaven - Live At The Hollywood Bowl,0.1119999999999999,0.482,0.3779999999999999,0.5670000000000001,0.00153,5.09
Group Therapy (Messages Pt. 7) [ABGT278],0.254,0.879,0.924,0.14,4.93e-05,7.37
Group Therapy Intro (ABGT279),0.532,0.67,0.327,0.297,0.000178,6.59
Without You My Love (Push The Button) [ABGT279] - Myon Definitive Mix,0.151,0.906,0.5710000000000001,0.00135,0.0246,7.33
